********** Input No: 1 **********
97.000000	51.000000	66.000000	
96.415001	50.184998	65.260002	
95.837776	49.376621	64.527000	
95.268265	48.574799	63.800930	
94.706383	47.779453	63.081715	
94.152077	46.990513	62.369286	
93.605278	46.207905	61.663574	
93.065918	45.431561	60.964508	
92.533936	44.661411	60.272022	
92.009270	43.897381	59.586044	
91.491852	43.139404	58.906509	
90.981621	42.387413	58.233353	
90.478516	41.641338	57.566509	
89.982475	40.901112	56.905910	
89.493439	40.166668	56.251492	
89.011345	39.437943	55.603191	
88.536140	38.714870	54.960945	
88.067764	37.997387	54.324692	
87.606155	37.285427	53.694366	
87.151260	36.578926	53.069908	
86.703018	35.877819	52.451256	
86.261375	35.182049	51.838352	
85.826271	34.491547	51.231136	
85.397659	33.806259	50.629547	
84.975479	33.126125	50.033527	
84.559677	32.451080	49.443020	
84.150208	31.781067	48.857967	
83.747009	31.116026	48.278313	
83.350037	30.455898	47.703999	
82.959236	29.800629	47.134968	
82.574562	29.150158	46.571167	
82.195953	28.504429	46.012543	
81.823364	27.863386	45.459042	
81.456749	27.226974	44.910606	
81.096062	26.595139	44.367188	
80.741257	25.967823	43.828732	
80.392273	25.344975	43.295185	
80.049072	24.726536	42.766499	
79.711609	24.112457	42.242622	
79.379837	23.502687	41.723503	
79.053703	22.897171	41.209091	
78.733170	22.295856	40.699337	
78.418190	21.698694	40.194191	
78.108727	21.105631	39.693607	
77.804726	20.516621	39.197536	
77.506157	19.931610	38.705929	
77.212975	19.350550	38.218739	
76.925125	18.773392	37.735920	
76.642578	18.200087	37.257427	
76.365288	17.630587	36.783215	
76.093224	17.064844	36.313236	
75.826332	16.502811	35.847446	
75.564583	15.944443	35.385799	
75.307938	15.389691	34.928253	
75.056343	14.838511	34.474766	
74.809776	14.290855	34.025291	
74.568192	13.746679	33.579788	
74.331558	13.205939	33.138214	
74.099838	12.668591	32.700527	
73.872993	12.134588	32.266685	
73.650986	11.603890	31.836647	
73.433784	11.076452	31.410372	
73.221352	10.552232	30.987820	
73.013649	10.031186	30.568953	
72.810646	9.513273	30.153728	
72.612305	8.998452	29.742109	
72.418602	8.486680	29.334055	
72.229500	7.977917	28.929529	
72.044968	7.472122	28.528492	
71.864967	6.969254	28.130907	
71.689468	6.469275	27.736736	
71.518433	5.972144	27.345943	
71.351845	5.477822	26.958490	
71.189659	4.986270	26.574343	
71.031853	4.497450	26.193462	
70.878403	4.011324	25.815815	
70.729263	3.527853	25.441366	
70.584419	3.047000	25.070080	
70.443832	2.568727	24.701923	
70.307480	2.092998	24.336861	
70.175331	1.619777	23.974857	
70.047356	1.149026	23.615881	
69.923531	0.680709	23.259899	
69.803825	0.214792	22.906878	
69.688217	0.000000	22.556784	
69.575432	0.000000	22.208344	
69.464394	0.000000	21.860466	
69.355095	0.000000	21.513144	
69.247528	0.000000	21.166368	
69.141693	0.000000	20.820131	
69.037590	0.000000	20.474422	
68.935219	0.000000	20.129234	
68.834572	0.000000	19.784557	
68.735649	0.000000	19.440384	
68.638451	0.000000	19.096706	
68.542969	0.000000	18.753513	
68.449203	0.000000	18.410799	
68.357147	0.000000	18.068554	
68.266808	0.000000	17.726768	
68.178177	0.000000	17.385435	
68.091248	0.000000	17.044544	
68.006027	0.000000	16.704088	
67.922508	0.000000	16.364058	
67.840691	0.000000	16.024445	
67.760567	0.000000	15.685241	
67.682144	0.000000	15.346437	
67.605415	0.000000	15.008027	
67.530373	0.000000	14.670000	
67.457024	0.000000	14.332348	
67.385361	0.000000	13.995063	
67.315384	0.000000	13.658136	
67.247093	0.000000	13.321560	
67.180489	0.000000	12.985325	
67.115562	0.000000	12.649423	
67.052315	0.000000	12.313845	
66.990746	0.000000	11.978583	
66.930855	0.000000	11.643630	
66.872635	0.000000	11.308976	
66.816093	0.000000	10.974613	
66.761223	0.000000	10.640532	
66.708023	0.000000	10.306726	
66.656487	0.000000	9.973186	
66.606621	0.000000	9.639904	
66.558418	0.000000	9.306871	
66.511887	0.000000	8.974079	
66.467018	0.000000	8.641520	
66.423813	0.000000	8.309184	
66.382263	0.000000	7.977065	
66.342377	0.000000	7.645154	
66.304153	0.000000	7.313442	
66.267586	0.000000	6.981922	
66.232674	0.000000	6.650584	
66.199417	0.000000	6.319420	
66.167824	0.000000	5.988423	
66.137878	0.000000	5.657584	
66.109589	0.000000	5.326895	
66.082954	0.000000	4.996347	
66.057976	0.000000	4.665932	
66.034645	0.000000	4.335642	
66.012970	0.000000	4.005469	
65.992943	0.000000	3.675405	
65.974564	0.000000	3.345440	
65.957840	0.000000	3.015567	
65.942764	0.000000	2.685778	
65.929337	0.000000	2.356064	
65.917557	0.000000	2.026417	
65.907425	0.000000	1.696830	
65.898941	0.000000	1.367293	
65.892105	0.000000	1.037798	
65.886917	0.000000	0.708337	
65.883377	0.000000	0.378903	
65.881485	0.000000	0.049486	
65.881241	0.000000	0.000000	


********** Input No: 2 **********
68.000000	52.000000	91.000000	
67.284996	51.204998	90.400002	
66.576965	50.416573	89.807549	
65.875847	49.634647	89.222580	
65.181557	48.859154	88.645027	
64.494041	48.090019	88.074821	
63.813221	47.327175	87.511902	
63.139023	46.570549	86.956200	
62.471390	45.820072	86.407654	
61.810253	45.075676	85.866196	
61.155540	44.337292	85.331764	
60.507195	43.604855	84.804298	
59.865147	42.878296	84.283737	
59.229340	42.157555	83.770020	
58.599701	41.442558	83.263084	
57.976170	40.733242	82.762871	
57.358688	40.029545	82.269325	
56.747192	39.331406	81.782387	
56.141624	38.638756	81.301994	
55.541920	37.951538	80.828094	
54.948021	37.269688	80.360626	
54.359871	36.593147	79.899536	
53.777409	35.921848	79.444771	
53.200577	35.255737	78.996277	
52.629318	34.594753	78.553993	
52.063576	33.938839	78.117874	
51.503292	33.287930	77.687859	
50.948414	32.641975	77.263901	
50.398888	32.000916	76.845947	
49.854652	31.364691	76.433945	
49.315662	30.733248	76.027847	
48.781857	30.106531	75.627602	
48.253185	29.484484	75.233162	
47.729595	28.867052	74.844475	
47.211037	28.254183	74.461494	
46.697460	27.645821	74.084167	
46.188808	27.041912	73.712448	
45.685040	26.442406	73.346298	
45.186096	25.847248	72.985664	
44.691929	25.256388	72.630501	
44.202496	24.669777	72.280762	
43.717743	24.087360	71.936401	
43.237625	23.509090	71.597374	
42.762093	22.934916	71.263641	
42.291100	22.364788	70.935158	
41.824600	21.798656	70.611877	
41.362549	21.236473	70.293762	
40.904900	20.678192	69.980766	
40.451607	20.123764	69.672852	
40.002621	19.573143	69.369972	
39.557903	19.026281	69.072090	
39.117413	18.483131	68.779167	
38.681103	17.943649	68.491165	
38.248928	17.407789	68.208038	
37.820847	16.875505	67.929756	
37.396820	16.346752	67.656273	
36.976807	15.821486	67.387558	
36.560760	15.299664	67.123566	
36.148643	14.781241	66.864265	
35.740417	14.266177	66.609619	
35.336037	13.754427	66.359589	
34.935467	13.245949	66.114136	
